GeneSymbol	GeneId	PrimaryPubMed	EvidenceCode	IsNegative	Comments	Score	Strength	ScoreType	ExternalDatabase	DatabaseLink	Phenotypes
TXNDC16		22419666	TAS		Disease/Trait: Orofacial clefts; Initial Sample Size: 1,094 European ancestry triads, 1,277 Asian ancestry triads and 87 other ancestry triads; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs745080-?; SNPs: rs745080; Context: intron; Risk Allele Frequency: 0.55; p-Value: 8E-7; OR or beta:    1.59; Platform [SNPs passing QC]: Illumina [NR]	0.0000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	orofacial cleft
ATXN3		22419666	TAS		Disease/Trait: Orofacial clefts; Initial Sample Size: 1,094 European ancestry triads, 1,277 Asian ancestry triads and 87 other ancestry triads; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs17807815-?; SNPs: rs17807815; Context: intron; Risk Allele Frequency: 0.07; p-Value: 6E-6; OR or beta:    2.38; Platform [SNPs passing QC]: Illumina [NR]	0.000006	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	orofacial cleft
SH3BP4		22419666	TAS		Disease/Trait: Orofacial clefts; Initial Sample Size: 1,094 European ancestry triads, 1,277 Asian ancestry triads and 87 other ancestry triads; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs10174126-?; SNPs: rs10174126; Context: intron; Risk Allele Frequency: 0.43; p-Value: 7E-7; OR or beta:    1.59; Platform [SNPs passing QC]: Illumina [NR]	0.0000007	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	orofacial cleft
CDKN2B-AS1		22428042	TAS		Disease/Trait: Glaucoma (primary open-angle); Initial Sample Size: 833 Japanese ancestry cases, 686 Japanese ancestry controls; Replication Sample Size: 411 Japanese ancestry cases, 289 Japanese ancestry controls; Strongest SNP-Risk Allele: rs7865618-A; SNPs: rs7865618; Context: intron; Risk Allele Frequency: 0.82; p-Value: 9E-11; OR or beta:    1.78; Platform [SNPs passing QC]: Affymetrix [653,519]	0.00000000009	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	primary open angle glaucoma
PSMB10		22412388	TAS		Disease/Trait: Crohn's disease; Initial Sample Size: 737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls; Replication Sample Size: 971 Ashkenazi Jewish cases, 2,124 Ashkenazi Jewish controls; Strongest SNP-Risk Allele: rs11574514-A; SNPs: rs11574514; Context: nearGene-5; Risk Allele Frequency: 0.045; p-Value: 2E-7; OR or beta:    1.44; Platform [SNPs passing QC]: Affyemtrix & Illumina [1,060,934] (imputed)	0.0000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Crohn's disease
CAMK2B		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs1127065-G; SNPs: rs1127065; Context: cds-synon; Risk Allele Frequency: 0.49; p-Value: 9E-11; OR or beta:     .08; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.00000000009	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
GALNT2		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs4846922-T; SNPs: rs4846922; Context: intron; Risk Allele Frequency: 0.39; p-Value: 4E-8; OR or beta:     .08; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.00000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
APOB		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs673548-G; SNPs: rs673548; Context: intron; Risk Allele Frequency: 0.73; p-Value: 1E-10; OR or beta:     .11; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.0000000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
LPL		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs268-G; SNPs: rs268; Context: missense; Risk Allele Frequency: 0.02; p-Value: 2E-12; OR or beta:     .38; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.000000000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
ABCA1		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs1883025-T; SNPs: rs1883025; Context: intron; Risk Allele Frequency: 0.19; p-Value: 6E-10; OR or beta:     .10; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.0000000006	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
NR1H3		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs10838681-G; SNPs: rs10838681; Context: intron; Risk Allele Frequency: 0.64; p-Value: 1E-9; OR or beta:     .08; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.000000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
EDC4		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs8060686-T; SNPs: rs8060686; Context: cds-synon; Risk Allele Frequency: 0.81; p-Value: 2E-10; OR or beta:     .11; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.0000000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
SMEK2		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs782590-T; SNPs: rs782590; Context: intron; Risk Allele Frequency: 0.56; p-Value: 4E-8; OR or beta:     .09; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.00000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
GCKR		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs780094-A; SNPs: rs780094; Context: intron; Risk Allele Frequency: 0.36; p-Value: 6E-20; OR or beta:     .13; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
MLXIPL		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs13226650-A; SNPs: rs13226650; Context: intron; Risk Allele Frequency: 0.83; p-Value: 2E-11; OR or beta:     .12; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.00000000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
ZNF259		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs964184-G; SNPs: rs964184; Context: nearGene-3; Risk Allele Frequency: 0.15; p-Value: 3E-31; OR or beta:     .23; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
FTO		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs9940128-A; SNPs: rs9940128; Context: intron; Risk Allele Frequency: 0.42; p-Value: 2E-9; OR or beta:     .09; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0.000000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
G6PC2		22399527	TAS		Disease/Trait: Metabolic syndrome; Initial Sample Size: 2,637 European ancestry cases, 7,927 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs560887-G; SNPs: rs560887; Context: intron; Risk Allele Frequency: 0.69; p-Value: 5E-26; OR or beta:     .15; Platform [SNPs passing QC]: Illumina [1,257,079] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	disease of metabolism
ABO		22387998	TAS		Disease/Trait: Duodenal ulcer ; Initial Sample Size: 1,043 Japanese ancestry cases, 21,694 Japanese ancestry controls; Replication Sample Size: 5,992 Japanese ancestry cases, 3,629 Japanese ancestry controls; Strongest SNP-Risk Allele: rs505922-T; SNPs: rs505922; Context: intron; Risk Allele Frequency: 0.54; p-Value: 1E-10; OR or beta:    1.32; Platform [SNPs passing QC]: Illumina [480,327]	0.0000000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	duodenal ulcer
PSCA		22387998	TAS		Disease/Trait: Duodenal ulcer ; Initial Sample Size: 1,043 Japanese ancestry cases, 21,694 Japanese ancestry controls; Replication Sample Size: 5,992 Japanese ancestry cases, 3,629 Japanese ancestry controls; Strongest SNP-Risk Allele: rs2294008-C; SNPs: rs2294008; Context: intron; Risk Allele Frequency: 0.37; p-Value: 2E-33; OR or beta:    1.41; Platform [SNPs passing QC]: Illumina [480,327]	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	duodenal ulcer
PRDM15		22451204	TAS		Disease/Trait: Parkinson's disease; Initial Sample Size: 4,238 European ancestry cases, 4,239 European ancestry controls; Replication Sample Size: 3,738 European ancestry cases, 2,111 European ancestry controls; Strongest SNP-Risk Allele: rs2839398-?; SNPs: rs2839398; Context: intron; Risk Allele Frequency: NR; p-Value: 5E-6; OR or beta:    1.23; Platform [SNPs passing QC]: Illumina [2.5 million] (imputed)	0.000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Parkinson's disease
RIT2		22451204	TAS		Disease/Trait: Parkinson's disease; Initial Sample Size: 4,238 European ancestry cases, 4,239 European ancestry controls; Replication Sample Size: 3,738 European ancestry cases, 2,111 European ancestry controls; Strongest SNP-Risk Allele: rs12456492-?; SNPs: rs12456492; Context: intron; Risk Allele Frequency: NR; p-Value: 2E-10; OR or beta:    1.19; Platform [SNPs passing QC]: Illumina [2.5 million] (imputed)	0.0000000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Parkinson's disease
WNT3		22451204	TAS		Disease/Trait: Parkinson's disease; Initial Sample Size: 4,238 European ancestry cases, 4,239 European ancestry controls; Replication Sample Size: 3,738 European ancestry cases, 2,111 European ancestry controls; Strongest SNP-Risk Allele: rs199515-?; SNPs: rs199515; Context: intron; Risk Allele Frequency: NR; p-Value: 3E-17; OR or beta:    1.32; Platform [SNPs passing QC]: Illumina [2.5 million] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Parkinson's disease
SLC2A13		22451204	TAS		Disease/Trait: Parkinson's disease; Initial Sample Size: 4,238 European ancestry cases, 4,239 European ancestry controls; Replication Sample Size: 3,738 European ancestry cases, 2,111 European ancestry controls; Strongest SNP-Risk Allele: rs10877840-?; SNPs: rs10877840; Context: intron; Risk Allele Frequency: NR; p-Value: 1E-6; OR or beta:    1.15; Platform [SNPs passing QC]: Illumina [2.5 million] (imputed)	0.000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Parkinson's disease
SH3GL2		22451204	TAS		Disease/Trait: Parkinson's disease; Initial Sample Size: 4,238 European ancestry cases, 4,239 European ancestry controls; Replication Sample Size: 3,738 European ancestry cases, 2,111 European ancestry controls; Strongest SNP-Risk Allele: rs1536076-?; SNPs: rs1536076; Context: ; Risk Allele Frequency: NR; p-Value: 5E-7; OR or beta:    1.16; Platform [SNPs passing QC]: Illumina [2.5 million] (imputed)	0.0000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Parkinson's disease
DGKQ		22451204	TAS		Disease/Trait: Parkinson's disease; Initial Sample Size: 4,238 European ancestry cases, 4,239 European ancestry controls; Replication Sample Size: 3,738 European ancestry cases, 2,111 European ancestry controls; Strongest SNP-Risk Allele: rs11248060-?; SNPs: rs11248060; Context: intron; Risk Allele Frequency: NR; p-Value: 3E-9; OR or beta:    1.26; Platform [SNPs passing QC]: Illumina [2.5 million] (imputed)	0.000000003	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Parkinson's disease
CNKSR3		22451204	TAS		Disease/Trait: Parkinson's disease; Initial Sample Size: 4,238 European ancestry cases, 4,239 European ancestry controls; Replication Sample Size: 3,738 European ancestry cases, 2,111 European ancestry controls; Strongest SNP-Risk Allele: rs2275336-?; SNPs: rs2275336; Context: UTR-3; Risk Allele Frequency: NR; p-Value: 9E-7; OR or beta:    1.36; Platform [SNPs passing QC]: Illumina [2.5 million] (imputed)	0.0000009	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Parkinson's disease
DGKH		22396660	TAS		Disease/Trait: Nephrolithiasis; Initial Sample Size: 904 Japanese ancestry cases, 7,471 Japanese ancestry controls; Replication Sample Size: 4,892 Japanese ancestry cases, 9,873 Japanese ancestry controls; Strongest SNP-Risk Allele: rs4142110-?; SNPs: rs4142110; Context: intron; Risk Allele Frequency: NR; p-Value: 5E-9; OR or beta:    1.14; Platform [SNPs passing QC]: Illumina [556,249]	0.000000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	nephrolithiasis
ESR1		22383897	TAS		Disease/Trait: Breast cancer; Initial Sample Size: 2,918 Chinese ancestry cases, 2,324 Chinese ancestry controls; Replication Sample Size: Up to 6,838 Chinese ancestry cases, up to 6,888 Chinese ancestry controls, up to 1,297 Han Chinese cases, up to 1,585 Han Chinese controls, up to 1,066 Taiwan Chinese cases, up to 1,065 Taiwan Chinese controls, up to 5,038 Korean ancestry cases, up to 6,869 Korean ancestry controls, up to 1,934 Japanese ancestry cases, up to 1,875 Japanese ancestry controls; Strongest SNP-Risk Allele: rs9383951-G; SNPs: rs9383951; Context: intron; Risk Allele Frequency: 0.90; p-Value: 2E-6; OR or beta:    1.14; Platform [SNPs passing QC]: Affymetrix [690,947]	0.000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	breast cancer
INTS7		22365631	TAS		Disease/Trait: Temperament (bipolar disorder); Initial Sample Size: 1,263 European ancestry cases and 1,434 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs17018311-?; SNPs: rs17018311; Context: intron; Risk Allele Frequency: NR; p-Value: 2E-8; OR or beta:    4.21; Platform [SNPs passing QC]: Affymetrix [703,012]	0.00000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	bipolar disorder
GPM6A		22365631	TAS		Disease/Trait: Temperament (bipolar disorder); Initial Sample Size: 1,263 European ancestry cases and 1,434 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs17599018-?; SNPs: rs17599018; Context: intron; Risk Allele Frequency: NR; p-Value: 2E-6; OR or beta:     .98; Platform [SNPs passing QC]: Affymetrix [703,012]	0.000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	bipolar disorder
BRWD1		22365631	TAS		Disease/Trait: Temperament (bipolar disorder); Initial Sample Size: 1,263 European ancestry cases and 1,434 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs2150410-?; SNPs: rs2150410; Context: intron; Risk Allele Frequency: NR; p-Value: 4E-6; OR or beta:    1.69; Platform [SNPs passing QC]: Affymetrix [703,012]	0.000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	bipolar disorder
WSCD2		22365631	TAS		Disease/Trait: Temperament (bipolar disorder); Initial Sample Size: 1,263 European ancestry cases and 1,434 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs7313402-?; SNPs: rs7313402; Context: intron; Risk Allele Frequency: NR; p-Value: 8E-6; OR or beta:    1.13; Platform [SNPs passing QC]: Affymetrix [703,012]	0.000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	bipolar disorder
FBLN1		22365631	TAS		Disease/Trait: Temperament (bipolar disorder); Initial Sample Size: 1,263 European ancestry cases and 1,434 European ancestry controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs1985671-?; SNPs: rs1985671; Context: intron; Risk Allele Frequency: NR; p-Value: 2E-8; OR or beta:    1.06; Platform [SNPs passing QC]: Affymetrix [703,012]	0.00000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	bipolar disorder
JMJD1C		22354554	TAS		Disease/Trait: Arthritis (juvenile idiopathic); Initial Sample Size: 814 European ancestry cases, 658 European ancestry controls and 2,400 controls; Replication Sample Size: 1,744 European ancestry cases, 7,010 European ancestry controls; Strongest SNP-Risk Allele: rs6479891-T; SNPs: rs6479891; Context: intron; Risk Allele Frequency: 0.14; p-Value: 2E-7; OR or beta:    1.19; Platform [SNPs passing QC]: Affmyetrix [561,137]	0.0000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	juvenile rheumatoid arthritis
REEP3		22354554	TAS		Disease/Trait: Arthritis (juvenile idiopathic); Initial Sample Size: 814 European ancestry cases, 658 European ancestry controls and 2,400 controls; Replication Sample Size: 1,744 European ancestry cases, 7,010 European ancestry controls; Strongest SNP-Risk Allele: rs12411988-C; SNPs: rs12411988; Context: intron; Risk Allele Frequency: 0.13; p-Value: 3E-7; OR or beta:    1.18; Platform [SNPs passing QC]: Affmyetrix [561,137]	0.0000003	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	juvenile rheumatoid arthritis
DCC		22318345	TAS		Disease/Trait: Gallbladder cancer; Initial Sample Size: 41 Japanese ancestry cases, 866 Japanese ancestry controls; Replication Sample Size: 30 Japanese ancestry cases, 898 Japanese ancestry controls; Strongest SNP-Risk Allele: rs7504990-A; SNPs: rs7504990; Context: intron; Risk Allele Frequency: 0.21; p-Value: 7E-8; OR or beta:    6.95; Platform [SNPs passing QC]: Illumina [425,706] (imputed)	0.00000007	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	gallbladder cancer
LRRC7		22322875	TAS		Disease/Trait: Hypertension risk in short sleep duration; Initial Sample Size: 4,965 Korean ancestry individuals; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs2226284-?; SNPs: rs2226284; Context: intron; Risk Allele Frequency: NR; p-Value: 3E-8; OR or beta:    5.91; Platform [SNPs passing QC]: Affymetrix [334,750]	0.00000003	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	hypertension
MYO1D		22322875	TAS		Disease/Trait: Hypertension risk in short sleep duration; Initial Sample Size: 4,965 Korean ancestry individuals; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs225212-?; SNPs: rs225212; Context: ; Risk Allele Frequency: NR; p-Value: 5E-6; OR or beta:    5.08; Platform [SNPs passing QC]: Affymetrix [334,750]	0.000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	hypertension
HDAC9		22306652	TAS		Disease/Trait: Stroke; Initial Sample Size: 3,548 European ancestry cases, 5,972 European ancestry controls; Replication Sample Size: 6,594 European ancestry cases, 34,864 European ancestry controls; Strongest SNP-Risk Allele: rs11984041-A; SNPs: rs11984041; Context: intron; Risk Allele Frequency: 0.09; p-Value: 2E-11; OR or beta:    1.42; Platform [SNPs passing QC]: Illumina [495,851]	0.00000000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	cerebrovascular accident
IL23R		22293688	TAS		Disease/Trait: Crohn's disease; Initial Sample Size: 16,179 European ancestry individuals; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs11209026-?; SNPs: rs11209026; Context: missense; Risk Allele Frequency: NR; p-Value: 4E-21; OR or beta:    3.18; Platform [SNPs passing QC]: NR [6,233,112] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Crohn's disease
IL2RA		22293688	TAS		Disease/Trait: Type 1 diabetes; Initial Sample Size: 16,179 European ancestry individuals; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs61839660-?; SNPs: rs61839660; Context: intron; Risk Allele Frequency: NR; p-Value: 5E-9; OR or beta:    1.60; Platform [SNPs passing QC]: NR [6,233,112] (imputed)	0.000000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	type 1 diabetes mellitus
CUX2		22293688	TAS		Disease/Trait: Type 1 diabetes; Initial Sample Size: 16,179 European ancestry individuals; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs1265564-?; SNPs: rs1265564; Context: intron; Risk Allele Frequency: NR; p-Value: 1E-16; OR or beta:    1.45; Platform [SNPs passing QC]: NR [6,233,112] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	type 1 diabetes mellitus
ABCA1		22286219	TAS		Disease/Trait: Lipid metabolism phenotypes; Initial Sample Size: 8,330 European ancestry individuals; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs2575876-?; SNPs: rs2575876; Context: intron; Risk Allele Frequency: NR; p-Value: 2E-11; OR or beta:     .14; Platform [SNPs passing QC]: Illumina [~7.7 million] (imputed)	0.00000000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	lipid metabolism disorder
MLXIPL		22286219	TAS		Disease/Trait: Lipid metabolism phenotypes; Initial Sample Size: 8,330 European ancestry individuals; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs13247874-?; SNPs: rs13247874; Context: intron; Risk Allele Frequency: NR; p-Value: 8E-14; OR or beta:     .16; Platform [SNPs passing QC]: Illumina [~7.7 million] (imputed)	0.00000000000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	lipid metabolism disorder
PLTP		22286219	TAS		Disease/Trait: Lipid metabolism phenotypes; Initial Sample Size: 8,330 European ancestry individuals; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs6065904-?; SNPs: rs6065904; Context: intron; Risk Allele Frequency: NR; p-Value: 2E-31; OR or beta:     .22; Platform [SNPs passing QC]: Illumina [~7.7 million] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	lipid metabolism disorder
CPT1A		22286219	TAS		Disease/Trait: Lipid metabolism phenotypes; Initial Sample Size: 8,330 European ancestry individuals; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs17610395-?; SNPs: rs17610395; Context: missense; Risk Allele Frequency: NR; p-Value: 8E-12; OR or beta:     .17; Platform [SNPs passing QC]: Illumina [~7.7 million] (imputed)	0.000000000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	lipid metabolism disorder
DAPK1		22293537	TAS		Disease/Trait: Response to gemcitabine in pancreatic cancer ; Initial Sample Size: 21 Japanese ancestry adverse reaction cases, 58 Japanese ancestry non-adverse reaction individuals; Replication Sample Size: 33 Japanese ancestry adverse reaction cases, 62 Japanese ancestry non-adverse reaction individuals; Strongest SNP-Risk Allele: rs11141915-T; SNPs: rs11141915; Context: intron; Risk Allele Frequency: 0.62; p-Value: 1E-6; OR or beta:    4.10; Platform [SNPs passing QC]: Illumina [470,064]	0.000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	pancreatic cancer
ALDH2		22286173	TAS		Disease/Trait: Intracranial aneurysm; Initial Sample Size: 1,383 Japanese ancestry cases, 5,484 Japanese ancestry controls; Replication Sample Size: 1,048 Japanese ancestry cases, 7,212 Japanese ancestry controls; Strongest SNP-Risk Allele: rs671-C; SNPs: rs671; Context: missense; Risk Allele Frequency: 0.746; p-Value: 3E-6; OR or beta:    1.24; Platform [SNPs passing QC]: Illumina [565,149]	0.000003	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	intracranial aneurysm
BET1L		22286173	TAS		Disease/Trait: Intracranial aneurysm; Initial Sample Size: 1,383 Japanese ancestry cases, 5,484 Japanese ancestry controls; Replication Sample Size: 1,048 Japanese ancestry cases, 7,212 Japanese ancestry controls; Strongest SNP-Risk Allele: rs2280543-T; SNPs: rs2280543; Context: UTR-3; Risk Allele Frequency: 0.124; p-Value: 3E-6; OR or beta:    1.25; Platform [SNPs passing QC]: Illumina [565,149]	0.000003	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	intracranial aneurysm
EDNRA		22286173	TAS		Disease/Trait: Intracranial aneurysm; Initial Sample Size: 1,383 Japanese ancestry cases, 5,484 Japanese ancestry controls; Replication Sample Size: 1,048 Japanese ancestry cases, 7,212 Japanese ancestry controls; Strongest SNP-Risk Allele: rs6842241-C; SNPs: rs6842241; Context: nearGene-5; Risk Allele Frequency: 0.694; p-Value: 1E-8; OR or beta:    1.25; Platform [SNPs passing QC]: Illumina [565,149]	0.00000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	intracranial aneurysm
IL13		22286212	TAS		Disease/Trait: Hodgkin's lymphoma; Initial Sample Size: 1,200 European ancestry cases, 6,417 European ancestry controls; Replication Sample Size: 563 European ancestry cases, 613 European ancestry controls; Strongest SNP-Risk Allele: rs20541-?; SNPs: rs20541; Context: missense; Risk Allele Frequency: NR; p-Value: 1E-8; OR or beta:    1.47; Platform [SNPs passing QC]: Illumina [502,514]	0.00000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Hodgkin's lymphoma
AFF1		22291604	TAS		Disease/Trait: Systemic lupus erythematosus; Initial Sample Size: 891 Japanese ancestry cases, 3,384 Japanese ancestry controls; Replication Sample Size: 1,387 Japanese ancestry cases, 28,564 Japanese ancestry controls; Strongest SNP-Risk Allele: rs340630-A; SNPs: rs340630; Context: intron; Risk Allele Frequency: 0.52; p-Value: 8E-9; OR or beta:    1.21; Platform [SNPs passing QC]: Illumina [430,797]	0.000000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	systemic lupus erythematosus
LEF1		22291604	TAS		Disease/Trait: Systemic lupus erythematosus; Initial Sample Size: 891 Japanese ancestry cases, 3,384 Japanese ancestry controls; Replication Sample Size: 1,387 Japanese ancestry cases, 28,564 Japanese ancestry controls; Strongest SNP-Risk Allele: rs956237-A; SNPs: rs956237; Context: intron; Risk Allele Frequency: 0.33; p-Value: 2E-6; OR or beta:    1.18; Platform [SNPs passing QC]: Illumina [430,797]	0.000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	systemic lupus erythematosus
